User ID,Follower Count,Following Count,Account Active Since,Feedback
7I98UFQAU,"87,455",934,2017-05-05,"Honestly, great way to stay connected with friends"
2JGZ3FPXR,"1,453",937,2023-01-05,"More often than not, recommendations are usually on point"
I4RBBNOM2,"17,938",219,2018-01-23,"It feels like, hashtags don’t seem to work well however my reach has dropped recently"
K5X6G2KRT,"142,541",1800,2023-11-04,"Honestly, the ad load feels excessive"
5DSJNCTFT,"1,889",1926,2018-09-06,"Lately, I end up wasting a lot of time here
 Tbh, ads interrupt the experience a lot but there are too many ads in between posts"
AX40DTIRC,"113,277",623,2017-01-16,"Tbh, the feed is super engaging but low value"
ENWHBR1P2,"107,114",511,2018-06-15,"Kind of, overall a good experience"
E51O762NK,"19,021",813,2025-02-26,"At times, too many sponsored reels"
WRJHHR6E1,249,791,2018-10-26,"I feel like, great way to stay connected with friends but overall a good experience"
0JN6MY7VZ,"1,978",1675,2018-03-12,"Kind of, messages sometimes don’t send properly but search isn’t very accurate"
UTBH7W5GL,"1,559",862,2016-07-12,"Overall, there are too many ads in between posts though ads interrupt the experience a lot
 For me, I’m getting more ads than actual content and the feed feels cluttered with promotions"
RO71DO91D,"15,934",549,2021-03-26,"Honestly, too many quick dopamine hits so the feed is super engaging but low value
 More often than not, there are too many ads in between posts but I keep seeing sponsored posts every few swipes"
5MD3EXU7F,146,710,2025-09-11,"I guess, ads interrupt the experience a lot though I’m getting more ads than actual content
 More often than not, ads interrupt the experience a lot yet I keep seeing sponsored posts every few swipes"
1H4SCC1EF,675,664,2021-01-05,"For me, ads are popping up almost every scroll
 From my side, I’m getting more ads than actual content however ads show up way too frequently"
6P51PUBF2,"16,226",1986,2023-04-19,"In my experience, the features keep getting better"
LM36VFOX5,"16,488",1478,2019-11-15,"More often than not, the feed is super engaging but low value
 Kind of, it hooks me more than it should"
BI9ZA57HW,233,416,2025-05-22,"Not gonna lie, it’s hard to stop once I start however I keep scrolling way longer than I plan
 Honestly, I’m getting more ads than actual content"
48F3VKOG1,"7,225",457,2018-04-03,"I feel like, the feed feels cluttered with promotions"
UBMR81MZA,"1,932",288,2025-12-22,"In my experience, I like the variety of content"
GIX5HY9LX,"1,529",1658,2016-04-26,"For me, I keep scrolling way longer than I plan so I keep scrolling way longer than I plan
 I guess, I keep seeing sponsored posts every few swipes"
BBBVMIA63,"13,153",385,2017-01-24,"Lately, the feed feels cluttered with promotions"
5ZPHW7LHX,672,1074,2024-05-26,"I guess, ads interrupt the experience a lot
 These days, sponsored content is overwhelming"
D2ZU4NS7N,"5,230",1228,2017-01-23,"These days, the feed is super engaging but low value however it’s addictive without giving much substance"
R91R0HRLI,380,1869,2020-12-16,"In my experience, ads show up way too frequently"
IXYCGU3I2,576,1196,2023-12-18,"Honestly, the app is smooth and fun to use yet the app is smooth and fun to use
 For me, I find useful content regularly"
FJ8B0UFOJ,"73,329",469,2018-01-20,"From my side, I’m getting more ads than actual content yet the ad load feels excessive"
PBAD0NDV5,701,1492,2016-09-06,"For me, the reels pull me in and I lose track of time and it hooks me more than it should"
Y4CD3LIQA,"9,763",833,2021-04-07,"Lately, great way to stay connected with friends so I find useful content regularly
 Sometimes, I like the variety of content"
UNJDU0ISB,"52,053",144,2021-04-16,"Sometimes, it hooks me more than it should
 Tbh, too many quick dopamine hits"
UT1C8PO6A,2,980,2024-06-11,"Recently, hashtags don’t seem to work well"
PXNOJMGL1,638,1879,2016-11-03,"Honestly, I keep seeing sponsored posts every few swipes
 Lately, ads are popping up almost every scroll"
1VGGBIT6R,230,424,2022-12-24,"Sometimes, it’s addictive without giving much substance plus the feed is super engaging but low value
 These days, ads are popping up almost every scroll so sponsored content is overwhelming"
RK4T0RDX0,419,194,2023-04-06,"For me, the features keep getting better
 Not gonna lie, stories and reels are entertaining"
DS7XSV18F,"38,446",118,2021-12-14,"Sometimes, the feed feels cluttered with promotions"
O18PAJSSU,912,816,2020-05-21,"For me, it’s addictive without giving much substance
 Honestly, I open it for a minute and stay for hours yet the reels pull me in and I lose track of time"
1TFXDTUMW,"48,394",80,2022-04-20,"It feels like, it hooks me more than it should plus it’s hard to stop once I start"
B9W5ZQW6L,"141,337",240,2020-09-10,"More often than not, the feed feels cluttered with promotions but ads interrupt the experience a lot"
TOMPSDWX9,"21,233",936,2016-11-11,"It feels like, ads interrupt the experience a lot"
Y0WHKYI1W,"112,214",1758,2021-02-02,"These days, it’s a nice break during the day
 These days, it’s a nice break during the day plus recommendations are usually on point"
1AA6Y87QS,"53,768",853,2020-12-11,"Overall, I end up wasting a lot of time here
 In my experience, ads interrupt the experience a lot"
ASJTK3LIR,"1,359",1022,2021-05-13,"It feels like, the feed is super engaging but low value yet too many quick dopamine hits"
HOBHGS59Y,"1,424",88,2023-07-28,"Kind of, I keep seeing sponsored posts every few swipes however ads show up way too frequently
 I feel like, there are too many ads in between posts yet there are too many ads in between posts"
UQH6YHXHI,"30,025",190,2023-09-26,"Kind of, ads are popping up almost every scroll plus too many sponsored reels
 For me, I keep seeing sponsored posts every few swipes so the feed feels cluttered with promotions"
X012GRDMT,"9,457",698,2025-04-17,"In my experience, the reels pull me in and I lose track of time
 More often than not, content feels endless and a bit shallow"
J4TT8559T,"14,630",955,2021-10-16,"Sometimes, my reach has dropped recently though messages sometimes don’t send properly"
4LYYEXBVR,"1,573",1121,2025-05-06,"Lately, login issues happen randomly yet hashtags don’t seem to work well"
VCJXN7PRW,797,1734,2017-04-15,"From my side, ads are popping up almost every scroll and ads interrupt the experience a lot"
LUDQD6OD6,444,1685,2024-08-27,"I feel like, it’s addictive without giving much substance yet I keep scrolling way longer than I plan
 I feel like, ads show up way too frequently however ads show up way too frequently"
CRE8UA2HQ,"1,594",120,2023-05-04,"For me, I keep seeing sponsored posts every few swipes and ads interrupt the experience a lot"
ZZO15U50F,"1,865",1498,2024-06-19,"More often than not, ads are popping up almost every scroll
 These days, I’m getting more ads than actual content but ads are popping up almost every scroll"
A8OS23SBK,"1,562",1001,2019-09-14,"Honestly, great way to stay connected with friends though great way to stay connected with friends
 From my side, the app is smooth and fun to use plus I like the variety of content"
ZGARFI44T,"1,576",999,2017-08-29,"It feels like, it hooks me more than it should but it’s hard to stop once I start"
JZGPXF50O,926,1936,2021-08-01,"It feels like, I’m getting more ads than actual content
 Sometimes, too many sponsored reels yet ads show up way too frequently"
6PR77NTHG,"1,561",651,2021-08-31,"In my experience, search isn’t very accurate though hashtags don’t seem to work well"
VG8SZE26R,"7,982",472,2023-01-03,"Not gonna lie, content feels endless and a bit shallow
 Not gonna lie, ads interrupt the experience a lot"
YPAYDZZB3,132,536,2018-11-20,"Honestly, it’s addictive without giving much substance
 It feels like, ads interrupt the experience a lot but I keep seeing sponsored posts every few swipes"
6HDBM4I5V,188,246,2024-08-29,"Kind of, stories and reels are entertaining
 Lately, overall a good experience however stories and reels are entertaining"
C9JA5T7P9,"1,274",1628,2018-02-03,"It feels like, I enjoy discovering new creators"
XRIOW2PJU,"79,344",1137,2016-07-04,"Kind of, buttons are hard to find but icons aren’t intuitive"
0AYMK99JC,792,1873,2025-02-19,"Honestly, too many quick dopamine hits
 Kind of, it hooks me more than it should"
GGL0XTIR2,"104,174",1545,2017-08-01,"Not gonna lie, notifications are inconsistent and messages sometimes don’t send properly"
JVAEV0YU3,"1,980",1424,2018-10-16,"I feel like, I keep scrolling way longer than I plan but I keep scrolling way longer than I plan"
U09XOX3MS,"1,470",1884,2016-02-01,"Lately, I open it for a minute and stay for hours
 For me, I keep seeing sponsored posts every few swipes though ads are popping up almost every scroll"
HG8Q3GCG1,"1,847",1835,2020-08-01,"For me, it’s addictive without giving much substance however it’s hard to stop once I start
 Lately, it hooks me more than it should and content feels endless and a bit shallow"
X0WW76CW9,860,612,2021-06-03,"Lately, I enjoy discovering new creators though I like the variety of content"
82P5EJRSB,671,1106,2016-07-30,"In my experience, I keep scrolling way longer than I plan
 In my experience, sponsored content is overwhelming so too many sponsored reels"
JWYR248X5,"5,326",1331,2016-06-12,"Overall, the layout feels cluttered"
94IPZGRSP,"1,281",662,2024-05-15,"Sometimes, it hooks me more than it should but the feed is super engaging but low value
 I feel like, ads interrupt the experience a lot so I keep seeing sponsored posts every few swipes"
L6BSPXLSE,772,1634,2020-04-28,"It feels like, content feels endless and a bit shallow though content feels endless and a bit shallow"
F57U59Y61,"1,720",1422,2024-11-22,"Sometimes, I find useful content regularly"
V5E71G4EA,"1,908",1350,2023-04-06,"In my experience, ads are popping up almost every scroll
 In my experience, ads are popping up almost every scroll"
C9NU985LT,683,1349,2016-10-01,"Lately, it’s addictive without giving much substance though the reels pull me in and I lose track of time"
FTAHQBBU5,"31,923",1755,2022-09-10,"In my experience, I enjoy discovering new creators plus stories and reels are entertaining"
JJJBUUL0H,381,1331,2016-05-17,"For me, I’m getting more ads than actual content plus I’m getting more ads than actual content
 Tbh, ads show up way too frequently"
OFC5WU255,"11,445",1172,2021-04-10,"I guess, it’s hard to stop once I start plus the feed is super engaging but low value"
5TUAN5O2Y,"1,792",1907,2017-10-15,"It feels like, the features keep getting better however great way to stay connected with friends"
4UTDD2EC2,405,1736,2020-06-28,"Sometimes, the reels pull me in and I lose track of time
 Lately, I keep scrolling way longer than I plan"
EZP7QYEZG,"122,514",595,2019-03-25,"It feels like, it hooks me more than it should plus the feed is super engaging but low value"
6QKTC89K8,"16,969",1781,2019-05-22,"Not gonna lie, it hooks me more than it should
 More often than not, it’s addictive without giving much substance so I end up wasting a lot of time here"
F2XHDCV4B,"1,109",268,2016-09-24,"Not gonna lie, it’s addictive without giving much substance so the feed is super engaging but low value"
KKJJAR4GZ,866,188,2024-01-21,"Sometimes, it’s addictive without giving much substance though content feels endless and a bit shallow
 Recently, ads are popping up almost every scroll"
2DJ3LP15T,"1,085",310,2024-01-27,"Sometimes, I keep scrolling way longer than I plan
 Recently, too many sponsored reels"
CPKAVM96N,"58,543",1323,2016-05-07,"From my side, content feels endless and a bit shallow but it’s addictive without giving much substance
 Not gonna lie, content feels endless and a bit shallow"
P6S0VDCK1,"3,640",1550,2018-06-05,"I feel like, ads are popping up almost every scroll"
KH4PJYV97,505,1967,2020-12-01,"Honestly, I end up wasting a lot of time here so I keep scrolling way longer than I plan
 It feels like, too many sponsored reels so ads show up way too frequently"
3B27LAK0P,"1,127",796,2019-03-10,"Tbh, icons aren’t intuitive"
R698I9478,"4,300",1290,2017-07-21,"I feel like, ads show up way too frequently"
J9ZND8QZV,"93,723",758,2023-02-13,"I guess, I like the variety of content so the features keep getting better"
DKWEY7Z32,"1,333",741,2024-06-05,"From my side, DMs lag at times"
7ZXDFLD9C,0,1732,2018-02-26,"From my side, it hooks me more than it should"
KQQL7PH6P,"53,676",1806,2019-09-16,"Tbh, there are too many ads in between posts so I’m getting more ads than actual content"
1OQKV0N4H,"2,526",85,2022-11-24,"Sometimes, I keep seeing sponsored posts every few swipes plus the ad load feels excessive"
A6NJHEEK2,609,1653,2024-09-02,"For me, sponsored content is overwhelming however the ad load feels excessive"
WJZEO3V59,"103,617",1078,2025-07-08,"Recently, stories and reels are entertaining"
UL4AE6YA8,"1,644",1391,2016-12-27,"In my experience, ads show up way too frequently plus the feed feels cluttered with promotions"
TAU731QX4,"1,891",518,2023-06-19,"I guess, it’s a nice break during the day however I find useful content regularly
 These days, it’s a nice break during the day and the app is smooth and fun to use"
ZQTTAAZVO,938,1638,2025-09-23,"Tbh, sponsored content is overwhelming though the feed feels cluttered with promotions"
FHV5BRN7Z,255,633,2016-12-09,"From my side, I end up wasting a lot of time here though it’s hard to stop once I start"
UV58OHCU0,"1,495",856,2021-07-14,"Honestly, the feed feels cluttered with promotions though the feed feels cluttered with promotions"
117R1Z4C9,"7,065",1091,2022-07-11,"It feels like, I keep seeing sponsored posts every few swipes
 In my experience, there are too many ads in between posts"
MV30QABXW,"6,459",56,2020-06-29,"Not gonna lie, I end up wasting a lot of time here and the reels pull me in and I lose track of time
 At times, it’s hard to stop once I start"
GUB5KB3PK,925,469,2023-08-25,"Recently, the reels pull me in and I lose track of time though the reels pull me in and I lose track of time"
4YU8M0KR7,837,874,2016-06-30,"I feel like, the feed feels cluttered with promotions
 These days, ads interrupt the experience a lot but ads interrupt the experience a lot"
PG2IMI74B,"6,189",1390,2019-11-19,"Sometimes, I like the variety of content"
4P1AVFTXX,"11,609",363,2023-06-23,"It feels like, I find useful content regularly so I like the variety of content"
JWY0TN1QA,"1,498",510,2020-06-20,"For me, overall a good experience"
EE5RQGQNY,218,1398,2025-01-08,"At times, too many quick dopamine hits
 From my side, ads show up way too frequently so the feed feels cluttered with promotions"
3FJEP9SVU,276,1084,2022-06-18,"Overall, I enjoy discovering new creators
 In my experience, I enjoy discovering new creators and it’s a nice break during the day"
6RRY2WA6L,"15,483",1124,2017-06-29,"Not gonna lie, notifications are inconsistent"
E45QZ9VX4,"18,919",1116,2021-01-06,"In my experience, the app is smooth and fun to use though stories and reels are entertaining"
AMO4U8RLE,"10,660",1895,2017-12-29,"I guess, ads show up way too frequently however the feed feels cluttered with promotions"
LG49FFQOK,"4,005",87,2025-06-02,"From my side, the ad load feels excessive
 At times, ads show up way too frequently"
9DY39CK5B,"96,289",1584,2021-12-14,"Not gonna lie, ads show up way too frequently
 Overall, the feed feels cluttered with promotions"
THZOUTMEQ,"1,474",938,2022-01-14,"These days, recommendations are usually on point however great way to stay connected with friends
 Tbh, I find useful content regularly"
T2FES5CS9,505,1333,2024-06-12,"I guess, content feels endless and a bit shallow"
BQWRMWLMA,"44,400",873,2019-12-23,"Honestly, the reels pull me in and I lose track of time but the reels pull me in and I lose track of time"
EE346Z7WQ,"1,679",971,2020-04-24,"Sometimes, the feed is super engaging but low value though I keep scrolling way longer than I plan"
332W04NXV,"115,195",1045,2020-08-03,"Not gonna lie, the ad load feels excessive and ads interrupt the experience a lot
 Recently, ads show up way too frequently and the feed feels cluttered with promotions"
19U772NS8,996,985,2019-04-06,"Lately, I keep seeing sponsored posts every few swipes yet too many sponsored reels
 Lately, ads show up way too frequently"
Z65HUJ8KA,455,314,2017-09-06,"From my side, overall a good experience"
MKVZBDGVV,"5,148",716,2019-04-12,"From my side, navigation could be simpler however the layout feels cluttered"
4QYAHAN6C,203,942,2020-05-20,"Recently, too many sponsored reels and the feed feels cluttered with promotions
 Kind of, the feed feels cluttered with promotions so ads show up way too frequently"
OOHF59SHE,"135,773",1675,2025-04-04,"I feel like, there are too many ads in between posts"
DBDXBDEHH,"1,950",1119,2023-01-30,"Lately, navigation could be simpler but icons aren’t intuitive"
NS7EASW23,385,876,2021-02-28,"At times, great way to stay connected with friends"
HP6VZ41NA,"1,543",848,2025-07-27,"I guess, too many quick dopamine hits"
3ZCA7FXLO,"17,677",1718,2016-10-02,"These days, it’s addictive without giving much substance however I end up wasting a lot of time here
 Kind of, it’s hard to stop once I start yet content feels endless and a bit shallow"
A11DPG8SB,"1,737",298,2021-02-12,"I feel like, I open it for a minute and stay for hours"
KYHVKQXI6,"9,104",1096,2016-04-07,"In my experience, I keep scrolling way longer than I plan but content feels endless and a bit shallow
 More often than not, content feels endless and a bit shallow yet it’s addictive without giving much substance"
3ZP84JRH8,902,1623,2022-02-27,"Tbh, I’m getting more ads than actual content though there are too many ads in between posts"
BZCZJJY4M,"9,690",766,2017-03-23,"Lately, too many quick dopamine hits though the reels pull me in and I lose track of time
 Kind of, it’s addictive without giving much substance plus it hooks me more than it should"
BVPY8CRIN,"7,787",1632,2020-03-23,"Tbh, I end up wasting a lot of time here so it’s addictive without giving much substance"
8JSEUO4VK,925,522,2022-05-26,"From my side, I keep seeing sponsored posts every few swipes but ads show up way too frequently"
VON8PVWJA,"16,993",1484,2025-07-27,"Honestly, sponsored content is overwhelming
 Recently, too many sponsored reels and ads show up way too frequently"
FXV7A7KX7,"1,002",1189,2016-06-16,"For me, the feed feels cluttered with promotions but the feed feels cluttered with promotions
 Lately, there are too many ads in between posts"
XW1TBRWR9,"133,871",612,2021-07-03,"From my side, too many quick dopamine hits but it’s addictive without giving much substance
 At times, it hooks me more than it should though I keep scrolling way longer than I plan"
S13HDNH4N,273,1936,2017-03-27,"Tbh, content feels endless and a bit shallow plus it’s hard to stop once I start
 I feel like, too many quick dopamine hits"
3CCE05Z25,"9,263",450,2016-08-30,"From my side, I’m getting more ads than actual content plus the feed feels cluttered with promotions"
QIV55RCD4,"76,606",1527,2019-04-10,"I feel like, the features keep getting better plus recommendations are usually on point"
F6T8RBA2F,"17,888",1353,2023-09-30,"For me, I enjoy discovering new creators so I find useful content regularly"
U6C2H23MP,"18,544",1485,2022-10-15,"These days, there are too many ads in between posts"
746WBT3O6,"27,718",486,2020-10-04,"It feels like, stories and reels are entertaining"
FTGGZ62FE,"95,304",309,2020-12-10,"Recently, content feels endless and a bit shallow though I keep scrolling way longer than I plan"
C6H52MJ13,"1,880",360,2020-09-19,"At times, there are too many ads in between posts so the feed feels cluttered with promotions"
KMX8DHIC6,"1,580",1450,2023-09-13,"Overall, ads interrupt the experience a lot"
PHWN8DDIN,"8,716",1548,2019-06-20,"It feels like, I keep seeing sponsored posts every few swipes so the feed feels cluttered with promotions"
GLSH6GJJM,"7,531",757,2023-12-06,"I guess, my reach has dropped recently however my reach has dropped recently"
BRXDY633M,"11,656",1917,2017-06-22,"Sometimes, it’s hard to stop once I start however I open it for a minute and stay for hours
 It feels like, ads are popping up almost every scroll so the ad load feels excessive"
9JB8JXKQ0,"130,822",1852,2016-11-10,"These days, it’s hard to stop once I start
 For me, I end up wasting a lot of time here"
BKV4YKADE,749,1614,2020-07-09,"Sometimes, I keep scrolling way longer than I plan though too many quick dopamine hits
 In my experience, the reels pull me in and I lose track of time yet too many quick dopamine hits"
NZKRSN8L0,"1,273",1712,2017-08-07,"Overall, there are too many ads in between posts plus I’m getting more ads than actual content"
1K2UBPZKC,"1,865",725,2023-08-19,"It feels like, the feed feels cluttered with promotions but ads show up way too frequently"
3X1F8S0X7,"1,608",318,2019-10-20,"In my experience, content feels endless and a bit shallow"
EH8GEQLSR,"1,405",447,2017-09-21,"Honestly, great way to stay connected with friends and I like the variety of content"
2P9I13UYL,253,1754,2020-08-03,"These days, content feels endless and a bit shallow
 In my experience, the ad load feels excessive"
9IS1Z0UUF,99,1954,2022-10-16,"These days, uploads take too long"
TXLPUP0T2,"1,811",1057,2016-11-16,"Overall, stories and reels are entertaining so I like the variety of content"
HDNBRQIT4,"1,501",1566,2021-08-11,"Kind of, I keep seeing sponsored posts every few swipes so the ad load feels excessive"
CMPCBHBXF,848,134,2022-04-01,"Kind of, login issues happen randomly yet hashtags don’t seem to work well"
255KCMG2K,"142,258",99,2016-07-11,"For me, too many quick dopamine hits
 I guess, ads are popping up almost every scroll"
BSH3BVUCZ,"2,332",904,2017-06-05,"Not gonna lie, messages sometimes don’t send properly so notifications are inconsistent"
O0M24US73,"16,149",1420,2016-04-15,"Not gonna lie, it’s addictive without giving much substance however content feels endless and a bit shallow
 I guess, I keep scrolling way longer than I plan"
ZLPVBBGO2,"93,009",1043,2017-06-21,"Overall, I enjoy discovering new creators but recommendations are usually on point"
KEGJ52T2P,"1,665",1370,2024-08-26,"I guess, overall a good experience but recommendations are usually on point"
GC095VKVU,943,1692,2024-01-19,"Not gonna lie, my reach has dropped recently"
BLPXAJMK4,"7,080",226,2023-12-31,"Recently, it’s hard to stop once I start
 Lately, I end up wasting a lot of time here yet content feels endless and a bit shallow"
YUZTW32AT,"2,761",1665,2016-05-03,"These days, I end up wasting a lot of time here plus it hooks me more than it should
 I guess, too many sponsored reels but I’m getting more ads than actual content"
9ZW1Z9YUD,"18,266",234,2024-06-23,"I guess, login issues happen randomly however hashtags don’t seem to work well"
66KE6ZADO,474,1608,2023-02-12,"Kind of, ads interrupt the experience a lot yet the feed feels cluttered with promotions
 For me, sponsored content is overwhelming plus sponsored content is overwhelming"
N55V6J9RU,486,1973,2022-09-07,"These days, I like the variety of content"
PWY0TUZG2,348,225,2025-02-17,"These days, ads show up way too frequently
 Recently, the feed feels cluttered with promotions and the ad load feels excessive"
SVFK2KNEL,"12,318",61,2020-08-19,"I feel like, too many sponsored reels yet the feed feels cluttered with promotions"
61UM04ACC,"110,048",1000,2024-06-23,"From my side, it’s addictive without giving much substance
 Honestly, I keep seeing sponsored posts every few swipes however there are too many ads in between posts"
DVG7OQ2ZD,"1,897",1346,2025-05-23,"These days, I open it for a minute and stay for hours though too many quick dopamine hits
 It feels like, I keep scrolling way longer than I plan"
DGWMQEBN2,"41,310",718,2025-07-18,"These days, I find useful content regularly however it’s a nice break during the day"
D0NKVDKIP,444,1935,2021-10-19,"I guess, the app is smooth and fun to use"
4VE41W4S6,"1,182",1429,2022-07-13,"Lately, it’s addictive without giving much substance
 Honestly, the feed feels cluttered with promotions however I’m getting more ads than actual content"
DIXS5B4M6,272,1875,2021-05-13,"It feels like, I enjoy discovering new creators
 Tbh, stories and reels are entertaining"
LIYZICXHR,"1,230",1684,2017-03-03,"Tbh, stories and reels are entertaining"
AW0EWAYAJ,"68,532",103,2017-02-24,"For me, overall a good experience yet recommendations are usually on point"
MZ08N0XCS,"2,696",337,2018-05-24,"From my side, I enjoy discovering new creators so the app is smooth and fun to use"
RPHT28C8C,647,1126,2024-08-30,"At times, recommendations are usually on point however I find useful content regularly"
33IKUZU9S,"1,922",630,2020-03-07,"More often than not, there are too many ads in between posts and ads interrupt the experience a lot"
1M4I3L0Q4,544,1869,2018-03-16,"Honestly, sponsored content is overwhelming"
05SFLYG6D,"128,660",757,2022-11-10,"At times, the app is smooth and fun to use"
MHSBDJ532,876,854,2019-04-14,"From my side, sponsored content is overwhelming plus ads interrupt the experience a lot"
T3IO39WIV,"19,182",606,2020-05-16,"At times, DMs lag at times though DMs lag at times"
N6XBELKO4,"32,009",1714,2018-06-15,"It feels like, dark mode could be better"
RYIARU4HS,"104,202",1639,2019-10-01,"Overall, I find useful content regularly yet it’s a nice break during the day"
FDKNL48K6,"1,132",402,2018-05-30,"I feel like, I like the variety of content so I like the variety of content
 More often than not, recommendations are usually on point"
0OSOH5V6K,"1,301",244,2017-01-05,"Sometimes, UI changes are confusing however spacing looks off"
L879W5DY4,"1,016",1994,2017-05-11,"More often than not, sponsored content is overwhelming
 At times, I keep seeing sponsored posts every few swipes"
1MO5JMQ0N,"1,194",1346,2018-12-21,"For me, ads show up way too frequently plus ads interrupt the experience a lot
 For me, the ad load feels excessive"
EQQFLNOJK,858,629,2020-02-05,"At times, design feels inconsistent"
YS3UUI5XB,320,1471,2022-11-18,"Not gonna lie, I like the variety of content"
6Y7V62CUP,"85,101",155,2016-07-01,"For me, messages sometimes don’t send properly"
4DUSGEHN0,"18,577",1070,2024-03-19,"These days, it’s hard to stop once I start
 I feel like, the reels pull me in and I lose track of time"
89CBI2MKN,517,646,2024-10-21,"I feel like, I find useful content regularly though I find useful content regularly"
TT9KA1DLU,633,675,2024-05-30,"I feel like, there are too many ads in between posts yet I keep seeing sponsored posts every few swipes"
5X51O0LQB,"7,502",622,2022-01-28,"From my side, content feels endless and a bit shallow
 From my side, too many quick dopamine hits though it hooks me more than it should"
J5I2MT71R,470,1139,2018-06-03,"Not gonna lie, the feed feels cluttered with promotions yet too many sponsored reels
 These days, ads interrupt the experience a lot yet the ad load feels excessive"
PZD1SKZIO,"1,697",1645,2021-03-17,"It feels like, great way to stay connected with friends but I find useful content regularly
 More often than not, it’s a nice break during the day though it’s a nice break during the day"
MERNTP3CZ,38,1866,2019-12-10,"Lately, messages sometimes don’t send properly"
97DIYX02W,"2,389",1988,2021-07-26,"Tbh, navigation could be simpler"
WIV5HHQRG,269,456,2023-02-13,"Lately, too many quick dopamine hits"
FM348NI74,"106,887",991,2024-12-08,"In my experience, the feed feels cluttered with promotions"
SOYG9ZQYA,"1,189",256,2019-08-25,"Sometimes, it’s addictive without giving much substance
 Recently, the feed is super engaging but low value though content feels endless and a bit shallow"
3VC2W4054,"1,956",1402,2021-02-03,"From my side, the reels pull me in and I lose track of time
 These days, I’m getting more ads than actual content"
DB90MTXLQ,"16,160",536,2024-05-27,"In my experience, I’m getting more ads than actual content
 From my side, too many sponsored reels"
LKS2DVGON,853,465,2024-07-26,"Overall, there are too many ads in between posts however I’m getting more ads than actual content"
E3H0Y4VPW,"8,781",1699,2016-08-31,"Sometimes, too many quick dopamine hits though it’s hard to stop once I start
 In my experience, I end up wasting a lot of time here"
AV3G60992,"1,823",595,2018-01-25,"More often than not, the ad load feels excessive and there are too many ads in between posts"
QE5EEAZVW,"68,626",1586,2018-12-13,"More often than not, the ad load feels excessive plus too many sponsored reels"
5FRZUUN6X,"1,409",1081,2021-12-31,"Overall, I enjoy discovering new creators
 More often than not, I find useful content regularly and I like the variety of content"
0Z7PRB6X6,"1,303",966,2021-10-25,"From my side, ads show up way too frequently"
YYW0GAJKF,"1,790",1412,2025-06-06,"It feels like, login issues happen randomly but messages sometimes don’t send properly"
9SZJ2RQB2,720,52,2024-02-04,"More often than not, ads interrupt the experience a lot however the ad load feels excessive"
D86DFNWPN,268,1455,2018-05-20,"These days, great way to stay connected with friends though the app is smooth and fun to use"
FZAUXBGK2,"3,739",1002,2023-05-05,"Honestly, the reels pull me in and I lose track of time so content feels endless and a bit shallow"
96ALGXZJ9,558,1585,2024-07-08,"For me, the reels pull me in and I lose track of time and it’s hard to stop once I start"
XLHY4UXMW,"1,563",1900,2024-03-06,"Recently, great way to stay connected with friends
 Overall, recommendations are usually on point yet I find useful content regularly"
L1VZNQDXA,"1,297",1688,2019-04-10,"At times, content feels endless and a bit shallow
 From my side, I open it for a minute and stay for hours however it hooks me more than it should"
0TL13ICI9,52,1841,2017-06-30,"At times, content feels endless and a bit shallow
 I guess, too many sponsored reels"
3YWLPTPOM,430,214,2024-03-30,"Honestly, messages sometimes don’t send properly however messages sometimes don’t send properly"
KF6JZQF2R,42,1314,2020-07-25,"In my experience, I find useful content regularly though I like the variety of content
 At times, I like the variety of content"
UJS75ELTF,90,311,2021-08-06,"Recently, content feels endless and a bit shallow
 Recently, it’s addictive without giving much substance"
ZPR6H2U8V,"60,420",1048,2018-12-27,"Overall, I find useful content regularly though the features keep getting better
 Not gonna lie, overall a good experience"
9C245O7O7,"1,008",939,2018-08-02,"Not gonna lie, the ad load feels excessive though I’m getting more ads than actual content"
QD54AGCST,864,775,2017-06-06,"More often than not, too many quick dopamine hits so the reels pull me in and I lose track of time
 Kind of, it’s addictive without giving much substance"
8GGHTV3SY,"116,575",1960,2023-01-18,"Kind of, it’s hard to stop once I start
 Honestly, I’m getting more ads than actual content plus ads are popping up almost every scroll"
92MI560TO,"1,321",816,2022-11-22,"These days, I keep scrolling way longer than I plan so I open it for a minute and stay for hours"
1KC3L4AT6,813,1049,2017-05-23,"These days, DMs lag at times"
ASXYW1GNP,"8,087",1696,2025-11-30,"I guess, search isn’t very accurate plus followers count seems off"
A9C2LTWI0,159,631,2025-03-06,"From my side, the app is smooth and fun to use"
CLCCVGJJ1,"18,851",217,2017-07-24,"Lately, ads interrupt the experience a lot however the feed feels cluttered with promotions"
Q5GQQLYZJ,"2,758",337,2017-05-03,"I guess, it hooks me more than it should yet I keep scrolling way longer than I plan"
G1A0774RZ,"1,379",269,2018-01-10,"Sometimes, it hooks me more than it should though the feed is super engaging but low value"
H8QFDTN0P,166,546,2017-10-27,"It feels like, the reels pull me in and I lose track of time"
LR0LU57BQ,"15,551",1941,2019-02-21,"Kind of, the app is smooth and fun to use though I enjoy discovering new creators"
S43C5BA75,"1,174",878,2023-12-16,"I guess, I end up wasting a lot of time here and content feels endless and a bit shallow
 For me, content feels endless and a bit shallow plus the reels pull me in and I lose track of time"
OXTFDC79F,"1,201",1349,2024-07-23,"Lately, I end up wasting a lot of time here"
DF9SSEQ7W,769,1493,2023-01-12,"Overall, search isn’t very accurate though DMs lag at times"
